ME ID	Canonical form
DCM05736	de rode planeet
DCM05737	iemand zal de rijen sluiten
DCM05738	de rijpere jeugd
DCM05739	iemand zal de schijn redden
DCM05740	de slimste mens
DCM05741	iemand zal de spits bieden
DCM05742	iemand zal de sprong wagen
DCM05743	de tand des tijds
DCM05744	de twaalfde man
DCM05745	iemand zal de tijd passeren
DCM05746	de vierde macht
DCM05747	de vlam in de pan
DCM05748	de vrolijke noot
DCM05749	de weg naar Rome
DCM05750	0de woeste baren
DCM05751	iets zal de zaak omkeren
DCM05752	iemand zal de zon opzoeken
DCM05753	0de zwarte markt
DCM05754	iemand zal de baas blijven
DCM05755	iemand zal de baas spelen
DCM05756	iemand zal de baas worden
DCM05757	de bekende weg
DCM05758	iemand zal de benen nemen
DCM05760	iemand zal de boot missen
DCM05761	iets zal de buik dienen
DCM05762	iemand zal de dans leiden
DCM05763	de domme massa
DCM05764	iemand zal de eed afnemen
DCM05765	de eerste keer
DCM05766	de eerste klap
DCM05767	de eerste stem
DCM05768	de Franse slag
DCM05769	de fijne keuken
DCM05770	iemand zalde geest geven
DCM05771	de gouden eeuw
DCM05772	de gouden gids
DCM05773	de grap zal eraf zijn
DCM05774	de groene golf
DCM05775	de grote vaart
DCM05776	de grijze markt
DCM05777	0de grijze massa
DCM05778	0de harde schijf
DCM05779	0de hele handel
DCM05780	0de hele mikmak
DCM05781	de hele wereld
DCM05782	0de hof van Eden
DCM05783	de hoogste tijd
DCM05784	iemand zal deining maken
DCM05785	0de jonge garde
DCM05786	iemand zal de kar krikken
DCM05787	iemand zal de kar trekken
DCM05788	iemand zal de kas opmaken
DCM05789	iemand zal de keel smeren
DCM05790	de kip of het ei
DCM05791	iemand zal de klus klaren
DCM05792	iets zal de krant halen
DCM05793	0de laatste man
DCM05794	de laatste tijd
DCM05795	de lage landen
DCM05796	0de man van glas
DCM05797	iemand zal de mode volgen
DCM05798	de mot zal erin zitten
DCM05799	iemand zal de pijp uitgaan
DCM05800	de raad van elf
DCM05801	derde persoon
DCM05802	de rek zal eruit zijn
DCM05803	iemand zal de show stelen
DCM05804	iemand zal de slag missen
DCM05805	de slappe lach
DCM05806	iemand zal de slappe lach krijgen
DCM05807	iemand zal de slappe lach hebben
DCM05808	iets|iemand zal de toon zetten
DCM05809	iemand zal de tijd opnemen
DCM05810	de vrije natuur
DCM05811	de wilde vaart
DCM05812	de witte motor
DCM05813	0de *zaak zal rond zijn
DCM05814	0de zoete inval
DCM05815	0de zwarte doos
DCM05816	0de zwarte lijst
DCM05817	0de zwarte tulp
DCM05818	de bal zal rond zijn
DCM05819	iemand zal de bal spelen
DCM05820	de bonte hond
DCM05821	de boot zal aan zijn
DCM05822	de boot zal los zijn
DCM05823	0de dikke darm
DCM05824	de drie wijzen
DCM05825	0de dunne darm
DCM05826	iemand zal de eer redden
DCM05827	de eerste lijn
DCM05828	de gemene man
DCM05829	0de gewone man
DCM05830	0de groene fee
DCM05831	de grote beer
DCM05832	de grote drie
DCM05833	de grote stad
DCM05834	de grote trek
DCM05835	0de grijze golf
DCM05836	0de harde kern
DCM05837	0de jarige jet
DCM05838	0de jarige job
DCM05839	de kleine man
DCM05840	de kop zal eraf zijn
DCM05841	de kop van jut
DCM05842	de korte baan
DCM05843	de korte band
DCM05844	de korte golf
DCM05845	de kust zal vrij zijn
DCM05846	de lange band
DCM05847	delfts blauw
DCM05848	de maat zal vol zijn
DCM05849	iemand zal iemand de maat nemen
DCM05850	iemand zal de maat slaan
DCM05851	iemand zal de nul houden
DCM05852	0de oude garde
DCM05853	iets zal de pers halen
DCM05855	iemand zal der dagen zat zijn
DCM05856	derde wereld
DCM05857	0de rode draad
DCM05858	0de rode droom
DCM05859	0de rode kaart
DCM05860	0de rode kamer
DCM05861	0de rode loper
DCM05863	iemand zal de trom slaan
DCM05864	de tijd zal dringen
DCM05865	iemand zal 0de tijd rekken
DCM05866	de vierde man
DCM05867	de Waalse pijl
DCM05868	0de ware Jakob
DCM05869	de ijzeren Rijn
DCM05870	de beuk erin
DCM05871	de big apple
DCM05872	de blije doos
DCM05873	de botte bijl
DCM05874	de boze wolf
DCM05875	de dode hoek
DCM05876	de gele gids
DCM05877	de harde lijn
DCM05878	0de hele bubs
DCM05879	0de hele zaak
DCM05880	de hoge raad
DCM05881	deja vuutje
DCM05882	de klok rond
DCM05883	de koek zal op zijn
DCM05884	iemand zal de kop nemen
DCM05885	de kous zal  af zijn
DCM05886	de oude dame
DCM05887	deo volente
DCM05888	derde oksel
DCM05889	dernier cri
DCM05890	de rode haan
DCM05891	des duivels
DCM05892	de tijd zal rijp zijn
DCM05893	de vieze man
DCM05894	de volle mep
DCM05895	iemand zal de wijk nemen
DCM05896	0de fijne was
DCM05897	iemand zal de klos zijn
DCM05898	de groeten
DCM05899	de hele hap
DCM05900	de hele tijd
DCM05901	de hoogste
DCM05902	derde been
DCM05903	derde deel
DCM05904	de oude dag
DCM05905	de ouwe hap
DCM05906	des te meer
DCM05907	vrije val
DCM05908	de boer op
DCM05909	de boom in
DCM05910	een aardige stuiver
DCM05911	een aardig sommetje
DCM05912	een absoluut gehoor
DCM05913	0een afgedekte kaart
DCM05914	een beer van een vent
DCM05915	0een bepaling van tijd
DCM05916	een blikken dominee
DCM05917	0een blok aan het been
DCM05918	iemand zal een boekje over iets|iemand opendoen
DCM05919	iemand zal een boekje  opendoen
DCM05920	0een bont gezelschap
DCM05921	iets zal een boog beschrijven
DCM05922	een boom van een vent
DCM05923	0een chemisch toilet
DCM05924	0een doodlopende weg
DCM05925	0een feestnummer
DCM05926	0een gapende afgrond
DCM05927	iemand zal een gek figuur slaan
DCM05928	0een gemengd huwelijk
DCM05929	0een gevoelige snaar
DCM05930	een gloeiende hekel
DCM05931	0een golf van emoties
DCM05932	0een gouden handdruk
DCM05933	0een gouden toekomst
DCM05934	iets|iemand zal een grote rol spelen
DCM05935	iemand zal een grote slag slaan
DCM05936	een helder ogenblik
DCM05937	iets zal een hoofdstuk apart 0zijn
DCM05938	0een jachtig bestaan
DCM05939	een kast van een huis
DCM05940	0een knallende ruzie
DCM05941	iemand zal iemand een koopje bezorgen
DCM05942	0een kreng van een wijf
DCM05943	0een kritische geest
DCM05944	iemand zal iemand een kunstje flikken
DCM05945	een lach en een traan
DCM05946	iemand zal een lange arm hebben
DCM05947	iemand zal naar iemand een lange neus maken
DCM05948	0een levende legende
DCM05949	0een mager resultaat
DCM05950	0een man van de wereld
DCM05951	0een meesterlijke zet
DCM05952	0een mop met een baard
DCM05953	0een ongebonden stijl
DCM05954	iemand zal een oogje dichtdoen
DCM05955	0een openbare school
DCM05956	0een opgezette klier
DCM05957	iemand zal iemand 0een *+poeier verkopen
DCM05958	0een poel van verderf
DCM05959	iemand zal iemand een poot uitdraaien
DCM05960	iemand zal iemand een poot uittrekken
DCM05961	0een razende roeland
DCM05962	0een saaie bedoening
DCM05963	0een schrijnend geval
DCM05964	iemand zal zich een slag in de rondte 0werken
DCM05965	0een slepende ziekte
DCM05966	0een sluitend geheel
DCM05967	0een sportieve rijder
DCM05968	iets zal een staartje hebben
DCM05969	iemand zal een stem als een klok hebben
DCM05970	iemand zal 0een *+stem uitbrengen
DCM05971	0een stevige stapper
DCM05972	iemand zal een *tafel bespreken
DCM05973	0een teken aan de wand
DCM05974	iemand zal een terrasje pakken
DCM05975	0een vaatje buskruit
DCM05976	0een verboden vrucht
DCM05977	0een verloren moment
DCM05978	0een vertekend beeld
DCM05979	0een verwaande kwast
DCM05980	0een vicieuze cirkel
DCM05981	iemand zal een visje uitgooien
DCM05982	0een vliegende start
DCM05983	0een vliegende storm
DCM05984	0een vreemde snuiter
DCM05985	0een waggelende gang
DCM05986	0een wervelende show
DCM05987	0een wolk van een baby
DCM05988	0een wolk van een kind
DCM05989	0een woord van troost
DCM05990	iemand zal 0een *zaak uitpluizen
DCM05991	iemand zal 0een *zaal plat krijgen
DCM05992	0een zachtgekookt ei
DCM05993	0een aangeklede aap
DCM05994	0een aflopende zaak
DCM05995	0een eenarmige bandiet
DCM05996	iemand zal een balletje slaan
DCM05997	0een bindend advies
DCM05998	een blauwe maandag
DCM06000	0een broodje halfom
DCM06001	iets zal iemand een doorn in het oog zijn
DCM06002	0een dubbele whisky
DCM06003	iemand zal een dure eed zweren
DCM06004	een duwtje in de rug
DCM06005	iemand zal iemand een duwtje in de rug geven
DCM06006	iemand zal een *feestje bouwen
DCM06007	0een gebroken gezin
DCM06008	iemand zal een geletterd mens 0zijn
DCM06009	0een gemengd bedrijf
DCM06010	0een geregeld leven
DCM06011	0een geschikte peer
DCM06012	iemand zal spreken een gespleten tong
DCM06013	0een gevallen vrouw
DCM06014	0een gevoelige klap
DCM06015	0een gezeten burger
DCM06016	0een gezonde ziekte
DCM06017	0een golf van geweld
DCM06018	0een hangende spits
DCM06019	0een hartig woordje
DCM06020	0een heidens kabaal
DCM06021	0een heidens karwei
DCM06022	0een heilig boontje
DCM06023	0een heilige oorlog
DCM06024	iemand zal een kaartje leggen
DCM06025	0er zal een kink in de kabel zijn
DCM06026	0een klinkende naam
DCM06027	iemand zal een kop als een biet hebben
DCM06028	iest zal een kwestie van tijd 0zijn
DCM06029	0een lastig portret
DCM06030	0een linkse directe
DCM06031	0een lor van een vent
DCM06032	eenmaal andermaal
DCM06033	iets|iemand zal iemand een maatje te groot zijn
DCM06034	0een eenmalige uitgave
DCM06035	iemand zal een muur optrekken
DCM06036	0een ongelikte beer
DCM06037	0een onnozel schaap
DCM06038	iets zal een pak van mijn hart 0zijn
DCM06039	0een papieren tijger
DCM06040	0een publiek geheim
DCM06041	0een reddende engel
DCM06042	0een rekbaar begrip
DCM06043	0een schot in de roos
DCM06044	iets zal een schrale troost 0zijn
DCM06045	iets zal een slag in de lucht 0zijn
DCM06046	iemand zal een slag in de lucht slaan
DCM06047	0een slap aftreksel
DCM06048	0een smerige streek
DCM06049	0een stalen gezicht
DCM06050	0een sterk staaltje
DCM06051	0een stille getuige
DCM06052	0een teken van leven
DCM06053	iemand zal een tik van de molen krijgen
DCM06054	iemand zal tussen iets een verband leggen
DCM06055	0een verstopte neus
DCM06056	iemand zal een vinger in de pap 0hebben
DCM06057	iemand zal zich een vis op het droge voelen
DCM06059	0een vliegende kiep
DCM06060	0een waar kunststuk
DCM06061	iemand zal een weduwe draaien
DCM06062	een woord een woord
DCM06063	0een zwakke broeder
DCM06064	iemand zal een zijsprong maken
DCM06065	0een aardig eindje
DCM06066	0een afgedane zaak
DCM06067	0een besloten club
DCM06068	iemand zal een besluit nemen
DCM06069	0een bitter beetje
DCM06070	0een blanco cheque
DCM06071	0een bodemloze put
DCM06072	0een brave Hendrik
DCM06073	0een brief op poten
DCM06074	iemand zal een brok in de keel hebben
DCM06075	iemand zal een brok in de keel krijgen
DCM06076	0een brutale vlerk
DCM06077	0een complex getal
DCM06078	0een delicate zaak
DCM06079	0een dooie diender
DCM06080	om de dooie diender 0niet
DCM06081	0een dubbele bodem
DCM06082	0een dubbele breuk
DCM06083	0een duitse herder
DCM06084	0een eigen gezicht
DCM06085	iemand zal een fikkie stoken
DCM06086	0een frisse jongen
DCM06087	iemand zal een gat in de lucht springen
DCM06088	0een gat in de markt
DCM06089	iets zal een gelopen koers zijn
DCM06090	0een geslagen hond
DCM06091	0een gesloten boek
DCM06092	iemand een gezonde kleur hebben
DCM06093	0een gladde jongen
DCM06094	0een gouden wissel
DCM06095	een graadje erger
DCM06096	0een grijs kenteken
DCM06097	0een grijs verleden
DCM06098	0een handige harry
DCM06099	een hap en een snap
DCM06100	een hart van steen
DCM06101	0een heer van stand
DCM06102	0een heet hangijzer
DCM06103	0een heilig huisje
DCM06104	0een heilig moeten
DCM06105	0een helder moment
DCM06106	0een held op sokken
DCM06107	0een hele toestand
DCM06108	iets zal een hoop losmaken
DCM06109	0een hutje op de hei
DCM06110	een illusie armer
DCM06111	0een kapitale fout
DCM06112	0een kat in het nauw
DCM06113	iemand zal een keel opzetten
DCM06114	0een kip zonder kop
DCM06115	iemand zal een klapper maken
DCM06116	iemand zal iemand een klap verkopen
DCM06117	een kleine moeite
DCM06118	0een kleine straat
DCM06119	0een kleintje pils
DCM06120	0een kloek besluit
DCM06121	0een knap staaltje
DCM06122	0een kogelvrij vest
DCM06123	0een kort geheugen
DCM06124	iemand zal een kruisje slaan
DCM06125	iemand zal iemand een kwastje geven
DCM06126	0een lastige tante
DCM06127	iemand zal een lintje krijgen
DCM06128	0een losse flodder
DCM06129	0een luis in de pels
DCM06130	0een lumineus idee
DCM06131	0een luttel bedrag
DCM06132	0een man van de daad
DCM06133	0een man van de klok
DCM06134	0een miskend genie
DCM06135	iemand zal een nestje bouwen
DCM06136	0een nijpend tekort
DCM06137	0een onwettig kind
DCM06138	0een politiek dier
DCM06139	0een publieke zaak
DCM06140	iets zal iemand een rib uit zijn lijf kosten
DCM06141	0een royaal gebaar
DCM06142	0een rijke stinkerd
DCM06143	0een sappig detail
DCM06144	0een scherp gehoor
DCM06145	iemand zal een slaatje maken
DCM06146	0een slapende reus
DCM06147	0een slordige duit
DCM06148	0een snelle jongen
DCM06149	0een sterk verhaal
DCM06150	0een stevige tante
DCM06151	0een stille omgang
DCM06152	0een stille straat
DCM06153	0een stralende dag
DCM06154	een tegen honderd
DCM06155	0een teken des tijds
DCM06156	0een tweede natuur
DCM06157	0een vallende ster
DCM06158	0een verloren hoek
DCM06159	0een vliegende vis
DCM06160	0een vlotte babbel
DCM06161	iemand zal een voorzet geven
DCM06162	0een vrolijke frans
DCM06163	iemand zal 0een zaak opblazen
DCM06164	een zekere plaats
DCM06166	iemand zal 0een *bad nemen
DCM06167	0een berg geld
DCM06168	0een bezige bij
DCM06169	0een blokje om
DCM06170	een brede rug
DCM06171	0een dagje uit
DCM06172	0een dikke pil
DCM06173	0een dode taal
DCM06174	0een domme zet
DCM06175	0een duf konijn
DCM06176	0een dure grap
DCM06177	een goed hart
DCM06178	een groot man
DCM06179	0een grote bek
DCM06180	0een grote dag
DCM06181	0een grote nul
DCM06182	0een grote som
DCM06183	0een harde les
DCM06184	0een heel eind
DCM06185	0een hele klus
DCM06186	0een hele piet
DCM06187	0een hele stap
DCM06188	0een hele toer
DCM06189	0een hoge piet
DCM06190	een kale boer
DCM06191	een kale neet
DCM06192	iemand zal iemand een kat geven
DCM06193	0een lang eind
DCM06194	0een lap tekst
DCM06195	0een open boek
DCM06196	0een oude vlam
DCM06197	0een ouwe tang
DCM06198	een schijntje
DCM06199	0een sluwe vos
DCM06200	0een smak geld
DCM06201	0een stijve nek
DCM06202	0een teer punt
DCM06203	iets zal een vak apart 0zijn
DCM06204	een volle bak
DCM06205	0een vrije slag
DCM06206	0een warme hap
DCM06207	0een zere plek
DCM06208	0een zwart gat
DCM06209	0een blinde kip
DCM06210	0een bom duiten
DCM06211	iets zal een brug te ver 0zijn
DCM06212	0een dooie boel
DCM06213	0een eigen huis
DCM06214	0een flinke som
DCM06215	0een gapend gat
DCM06216	0een goed begin
DCM06217	0een goede pers 
DCM06218	0een goede raad
DCM06219	0een goede zaak
DCM06220	0een grote mond
DCM06221	0een grijze muis
DCM06222	0een gulle lach
DCM06223	0een hard gelag
DCM06224	0een hecht team
DCM06225	0een hele kluif
DCM06226	0een jonge hond
DCM06227	0een keulse pot
DCM06228	0een knappe kop
DCM06229	0een levend lijk
DCM06230	0een lieve duit
DCM06231	0een lui varken
DCM06232	een man een man
DCM06233	0een man van eer
DCM06234	een mooie boel
DCM06235	0een open einde
DCM06236	0een open markt
DCM06237	0een open vraag
DCM06238	0een ouwe taart
DCM06239	0een rare klant
DCM06240	0een rare kwast
DCM06241	iemand|iets zal een rol spelen
DCM06242	0een rond getal
DCM06243	0een saaie piet
DCM06244	0een schone lei
DCM06245	iemand zal een slag slaan
DCM06246	0een slanke den
DCM06247	0een slappe tijd
DCM06248	0een snelle hap
DCM06249	een stuk beter
DCM06250	0een stijve hark
DCM06251	0een eentonig lied
DCM06252	een veeg teken
DCM06253	0een vette lach
DCM06254	0een vrome wens
DCM06255	0een witte raaf
DCM06256	0een wit voetje
DCM06257	0een zee van tijd
DCM06258	0een arme sukkel
DCM06259	iemand zal een *bakkie doen
DCM06260	iemand zal 0een *bal stoppen
DCM06261	0een bittere pil
DCM06262	iemand zal een *blik op iets|iemand werpen
DCM06263	0een blinde vlek
DCM06264	0een bonte avond
DCM06265	0een bossche bol
DCM06266	0een brave borst
DCM06267	0een broodje ros
DCM06268	0een bruin leven
DCM06269	iemand zal een dagje ouder worden
DCM06270	een dezer dagen
DCM06271	0een dikke tante
DCM06272	een dode letter
DCM06273	0een dolle dries
DCM06274	iemand zal een douw krijgen
DCM06275	0een dubbel slot
DCM06276	een en dezelfde
DCM06277	0een frisse wind
DCM06278	0een goede partij
DCM06279	0een groene golf
DCM06280	iets zal een groot woord zijn
DCM06281	0een grote beurt
DCM06282	0een grote geest
DCM06283	0een haags bakje
DCM06284	0een handige zet
DCM06285	0een harde tante
DCM06286	0een heilige koe
DCM06287	0een hele tippel
DCM06288	0een hof van eden
DCM06290	0een kop als vuur
DCM06291	0een kort geding
DCM06292	een kort lontje
DCM06293	een koude start
DCM06294	iemand zal een kruis slaan
DCM06295	iets zal een leien dakje gaan
DCM06296	0een lekker dier
DCM06297	0een lekker stuk
DCM06298	0een linkse hoek
DCM06299	0een lijntje coke
DCM06300	iemand zal een lijn trekken
DCM06301	0een natte droom
DCM06302	iemand zal een net spannen
DCM06303	0een onecht kind
DCM06304	iemand zal een oogje wagen
DCM06305	een open doekje
DCM06306	iemand zal een paal krijgen
DCM06307	iemand zal een punt achter iets zetten
DCM06308	iemand zal een pijp stoppen
DCM06309	0een rare pisang
DCM06310	0een rotte appel
DCM06311	iemand zal een *scene maken
DCM06312	0een scherpe tijd
DCM06313	0een schone zaak
DCM06314	0een stille hoop
DCM06315	0een stomme film
DCM06316	een stuk verder
DCM06317	0een tweede huis
DCM06318	een uit duizend
DCM06319	0een valse start
DCM06320	0een vrije jongen
DCM06321	iemand zal een vuist maken
DCM06322	0een wassen neus
DCM06323	0een witte kerst
DCM06324	0een wijs besluit
DCM06325	0een ijzeren Hein
DCM06326	0een zaak van eer
DCM06327	0een zacht eitje
DCM06328	0een zak met geld
DCM06329	iemand zal iemand een zetje geven
DCM06330	0een arme bliksem
DCM06331	0een bekeken zaak
DCM06332	0een bittere toon
DCM06333	0een blinde steeg
DCM06334	0een boeiend boek
DCM06335	iemand zal 0een *bok schieten
DCM06336	iemand zal 0een *dam opwerpen
DCM06337	0een drijvende bok
DCM06338	0een erogene zone
DCM06339	iemand zal 0een *examen halen
DCM06340	iemand zal 0een *figuur slaan
DCM06341	0een gat in de hand
DCM06342	iemand zal 0een *gebaar maken
DCM06343	0een geheim agent
DCM06344	0een gelopen race
DCM06345	0een gemengd koor
DCM06346	0een gemiste kans
DCM06347	0een goede kennis
DCM06348	0een goeie wissel
DCM06349	0een gouden greep
DCM06350	0een grote jongen
DCM06351	0een grote schaar
DCM06352	0een grote straat
DCM06353	0een gulden regel
DCM06354	0een haags bakkie
DCM06355	0een hard oordeel
DCM06356	0een hart van goud
DCM06357	een hele mond vol
DCM06358	0een hellend vlak
DCM06359	0een hoge functie
DCM06360	iemand zal 0een *kater hebben
DCM06361	een klasse apart
DCM06362	een klein beetje
DCM06363	0een kleine beurt
DCM06364	0een koele kikker
DCM06365	iemand zal iemand een kontje geven
DCM06366	0een kopje koffie
DCM06367	0een koude douche
DCM06368	0een koude kermis
DCM06369	een koud kunstje
DCM06370	0een kouwe kikker
DCM06371	iemand zal een kusje stelen
DCM06372	0een lange vinger
DCM06373	0een lang ziekbed
DCM06374	0een lekker hapje
DCM06375	0een lijk in de kast
DCM06376	0een minne streek
DCM06377	0een nare bijsmaak
DCM06378	iemand zal een nat pak halen
DCM06379	0een oase van rust
DCM06380	0een onzalig idee
DCM06381	een op de miljoen
DCM06382	iemand zal een op een spelen
DCM06383	0een open gezicht
DCM06384	0een opgaande lijn
DCM06385	0een oude meester
DCM06386	0een oude vrijster
DCM06387	0een ouwe snoeper
DCM06388	0een pikante saus
DCM06389	0een platte knoop
DCM06390	iemand zal iemand een *poeier geven
DCM06391	iets zal een pootje geven
DCM06392	iemand zal 0een *potje huilen
DCM06393	0een rare kronkel
DCM06394	0een rare snuiter
DCM06395	0een rare snijboon
DCM06396	iemand zal 0een *rondje geven
DCM06397	0een rooie rakker
DCM06398	0een scherpe neus
DCM06399	0een schotse ruit
DCM06400	0een slechte zaak
DCM06401	0een sluipend gif
DCM06402	0een smalle beurs
DCM06403	0een staande lamp
DCM06404	0een stout stukje
DCM06405	0een stuk chagrijn
DCM06406	0een stuk ellende
DCM06407	0een tuin van Eden
DCM06408	iets zal een uur in de wind stinken
DCM06409	een vis op het droge
DCM06410	een vrolijke noot
DCM06411	0een warme bakker
DCM06412	een zware dobber
DCM06413	0een zware jongen
DCM06414	iemand zal eraan gaan
DCM06415	iemand zal eraan komen
DCM06416	iemand zal eraan komen <fietsen>
DCM06417	iemand zal eraan moeten geloven
DCM06418	iets zal er <flink> aan toegaan
DCM06419	iemand zal eraan toe zijn
DCM06420	iemand zal eraan zijn voor de moeite
DCM06421	met alles erop en eraan
DCM06422	iemand zal het er <goed> af brengen
DCM06423	iemand zal het er <goed> van afbrengen
DCM06424	iemand zal eraf komen met iets
DCM06425	iemand zal ervan afkomen met iets
DCM06426	iemand zal <er> af kunnen
DCM06427	iemand zal van iets af kunnen
DCM06428	iemand zal zich eraf maken met iets
DCM06429	iemand zal zich ervan afmaken met iets
DCM06430	iemand zal eraf zijn
DCM06431	iemand zal erbij hangen
DCM06432	iemand zal bij iets komen
DCM06433	iemand zal erbij komen zitten
DCM06434	iemand zal er bij kunnen
DCM06435	iemand zal er 0niet bij kunnen
DCM06436	iemand zal er <raar> bij lopen
DCM06437	iemand zal het bijltje erbij neerleggen
DCM06438	iemand zal erbij neervallen
DCM06439	iemand zal erbij staan
DCM06440	iemand zal erbij zijn
DCM06441	iemand zal erbij zitten
DCM06442	iemand zal erbovenop komen
DCM06443	iemand zal erbovenop zijn
DCM06444	iemand zal iets erdoor drukken
DCM06445	iemand zal iets erdoor jagen
DCM06446	iemand zal iets erdoorheen jagen
DCM06447	iemand zal iets erdoor krijgen
DCM06448	iemand zal iets erdoorheen krijgen
DCM06449	iets zal erdoor komen
DCM06450	iets zal erdoorheen komen
DCM06451	iets zal erdoor zijn
DCM06452	iemand zal erdoor zitten
DCM06453	iemand zal erdoorheen zitten
DCM06454	iemand zal erin blijven
DCM06455	iets zal erin gaan
DCM06456	iemand zal erin lopen
DCM06457	iemand zal iemand erin laten lopen
DCM06458	iemand zal erin trappen
DCM06459	iemand zal erin tuinen
DCM06460	iemand zal erin vliegen
DCM06461	iemand zal erin zitten
DCM06462	iemand zal erin zijn
DCM06463	iets zal ermee door kunnen
DCM06464	iemand zal naast iets grijpen
DCM06465	iemand zal ernaast zijn
DCM06467	iemand zal het erom doen
DCM06468	het zal erom spannen
DCM06469	iemand zal iemand eronder hebben
DCM06470	iemand zal iemand eronder houden
DCM06471	iemand zal eronderdoor gaan
DCM06472	iemand zal eraan onderdoor gaan
DCM06473	iemand zal erop achteruitgaan
DCM06474	iemand zal op iets afgaan
DCM06475	erop of eronder
DCM06476	iemand zal erop los drinken
DCM06477	iemand zal erop los <leven>
DCM06478	iemand zal erop losgaan
DCM06479	iemand zal iets erop naslaan
DCM06480	iemand zal iets erop nakijken
DCM06481	iemand|iets zal erop vooruitgaan
DCM06482	iemand zal het erop wagen
DCM06483	iets zal erop zitten
DCM06485	iemand zal iets|iemand eropna houden
DCM06486	iemand zal op iets uit gaan gaan
DCM06487	iemand zal iemand op iets uit sturen
DCM06488	iemand zal eropuit zijn
DCM06489	iemand zal erop uit zijn <om de beste te worden>
DCM06490	iemand zal ertegenaan gaan
DCM06491	iemand zal zich ertegenaan gooien
DCM06493	iets zal ertoe doen
DCM06494	iemand zal iemand ertussen hebben
DCM06495	iemand zal iemand ertussen nemen
DCM06496	iets zal ertussen komen
DCM06497	iemand zal ertussenuit knijpen
DCM06498	iemand zal ertussenuit kunnen
DCM06499	iemand zal ertussenuit moeten
DCM06500	iemand zal ertussenuit trekken
DCM06501	iemand zal ertussenuit vallen
DCM06502	iemand zal ertussenuit willen
DCM06503	iemand ertussenuit zijn
DCM06504	iemand zal iets eruit flappen
DCM06505	iest zal eruit komen
DCM06506	iets|iemand zal eruit springen
DCM06507	iemand zal iemand eruit werken
DCM06508	iemand zal iemand eruit gooien
DCM06509	iemand zal eruit zijn
DCM06510	iemand|iets zal er <slecht> uit zien
DCM06511	iets zal ervan komen
DCM06512	iest zal ervan moeten komen
DCM06513	iemand zal iemand ervan langs geven
DCM06514	iemand zal erval langs krijgen
DCM06517	iemand zal ervandoor rennen
DCM06518	iemand zal ervantussen gaan
DCM06519	iemand zal iemand buitenspel zetten
DCM06520	iemand zal iemand een halt toeroepen
DCM06521	iemand zal iemand naar beneden halen
DCM06522	iemand zal iemand uit de brand helpen
DCM06523	iemand zal iemand van de troon stoten
DCM06524	iemand zal iemand aan de deur zetten
DCM06527	iemand zal iemand 0geen haar krenken
DCM06528	iemand zal iemand het nakijken geven
DCM06529	iemand zal iemand in de boeien slaan
DCM06530	iets zal iemand in de kaart spelen
DCM06531	iemand zal iemand in de wacht zetten
DCM06532	iemand zal iemand in een hokje duwen
DCM06533	iemand zal iemand over de tong halen
DCM06534	iemand zal iemands gedachten lezen
DCM06535	iemand zal iemands zaak behartigen
DCM06536	iemand zal iemand tot de orde roepen
DCM06537	iemand zal iemand van de wijs brengen
DCM06539	iemand zal iemand een gunst vragen
DCM06540	iemand zal iemand 0een +*hengst geven
DCM06541	iemand zal iemand 0een +*mep verkopen
DCM06542	iemand zal iemand 0een +*trap na geven
DCM06543	iemand zal iemand eruit knikkeren
DCM06544	iemand zal iemand het bos in sturen
DCM06545	iemand zal iemand op de huid zitten
DCM06546	iemand zal iemand tot rede brengen
DCM06547	iemand zal iemand uit het dal halen
DCM06548	iemand zal iemand +*wakker schudden
DCM06549	iemand zal iemand de wei in sturen
DCM06551	iemand zal iemand in de boot nemen
DCM06552	iemand zal iemand in iets gemoeid hebben
DCM06553	iemand zal iemand laten schieten
DCM06554	iemand zal iemand onder ede horen
DCM06555	iemand zal iemand ruim baan geven
DCM06556	iets zal iemands eer aantasten
DCM06557	iets zal iemands eer te na komen
DCM06558	iemand zal iemands hielen likken
DCM06559	iemand zal iemand tegemoet komen
DCM06560	iemand zal iemand wel rauw lusten
DCM06561	iemand zal iemand de ogen openen
DCM06562	iemand zal iemand eruit kegelen
DCM06563	iemand zal iemand hoog aanslaan
DCM06564	iemand zal iemand laten stikken
DCM06565	iemand zal iemand laten zwemmen
DCM06566	iemand|iets zal iemand lichter maken
DCM06567	iemand zal iemand met rust laten
DCM06568	iemand zal iets in een ander jasje steken
DCM06569	iemand zal iets in oude staat herstellen
DCM06570	iemand zal iets 0niet kunnen navertellen
DCM06571	iemand zal iets achter de kiezen hebben
DCM06572	iemand zal iets een ander aanzien geven
DCM06573	iemand zal iets in grote lijnen aangeven
DCM06574	iemand zal iets op een briefje schrijven
DCM06575	iemand zal iets op een laag pitje zetten
DCM06576	iemand zal iets tot op het bot uitzoeken
DCM06577	iemand zal iets onder de hamer brengen
DCM06578	iemand zal iets tegen het licht houden
DCM06579	iemand zal iets door laten schemeren
DCM06580	iemand zal iets in het midden brengen
DCM06581	iemand zal iets naar zich toe trekken
DCM06582	iemand zal iets achter de rug hebben
DCM06583	iemand zal iets in de vingers hebben
DCM06584	iemand zal iets in overweging nemen
DCM06585	iemand zal iets letterlijk vertalen
DCM06586	iemand zal iets met vuur verdedigen
DCM06587	iemand zal iets op eigen houtje doen
