ME ID	Canonical form
DCM02838	iemand zal in een kwade reuk staan
DCM02839	iemand zal in een lastig parket zitten
DCM02840	iemand zal in een moeilijk parket zitten
DCM02841	in een notendop
DCM02842	iemand zal in een slecht blaadje staan
DCM02843	iemand zal in een slechte reuk staan
DCM02844	in een vloek en een zucht
DCM02845	iemand zal in eigen boezem tasten
DCM02846	iemand zal in en uitlopen
DCM02847	in folio
DCM02848	in gedachten
DCM02849	iemand zal in gedachten verzonken zijn
DCM02850	iemand zal in 0geen twee sloten tegelijk lopen
DCM02851	iemand zal in 0geen zeven sloten tegelijk lopen
DCM02852	iemand zal in goede aarde vallen
DCM02853	iemand zal in goede doen zijn
DCM02854	iemand zal in het gareel lopen
DCM02855	in het geniep
DCM02856	iemand zal in het gevlei komen
DCM02857	iemand zal in het gevlij komen
DCM02858	iemand zal in het geweer komen
DCM02859	iemand zal in het hoekje zitten waar de slagen vallen
DCM02860	iemand zal iets in het honderd jagen
DCM02861	iets zal in het honderd lopen
DCM02862	iemand zal iets in het honderd sturen
DCM02863	iemand zal iets in het honderd werpen
DCM02864	in het huis van de gehangene zal men niet van de strop spreken
DCM02865	iemand zal in het huis van een gehangene 0niet over een strop spreken
DCM02866	iemand zal in het krijt staan
DCM02867	iemand zal in het leven zijn
DCM02868	iemand zal in het lood staan
DCM02869	iemand zal in het middelpunt staan
DCM02870	iemand zal in het nauw zitten
DCM02871	iemand zal in het oog lopen
DCM02872	iemand zal in het pak genaaid zijn
DCM02873	iemand zal in het rood staan
DCM02874	iemand zal in het schuitje zijn
DCM02875	iemand zal in het schuitje zitten
DCM02876	iemand zal in het touw zijn
DCM02877	iemand zal in het verdomboekje staan
DCM02878	iemand zal in het voorbijgaan
DCM02879	iets zal in het water vallen
DCM02880	iemand zal in het zand bijten
DCM02881	iemand zal in het zwart gaan
DCM02882	in het zweet zijn aanschijns
DCM02883	iemand zal in hetzelfde gareel lopen
DCM02884	iemand zal in hetzelfde schuitje zitten
DCM02885	iemand zal in hoger beroep gaan
DCM02886	iemand zal in hoger sferen zijn
DCM02887	iemand zal in hogere sferen zijn
DCM02888	iets zal in iemand naar boven komen
DCM02889	iemand zal in iemands kaart spelen
DCM02890	iemand zal in iemands kielzog varen
DCM02891	iets|iemand zal in iemands kraam te pas dienen
DCM02892	iets|iemand zal in iemands kraam te pas komen
DCM02893	iemand zal in iemands schoenen staan
DCM02894	iemand zal in iemands schuitje komen
DCM02895	iemand zal in iemands schuitje varen
DCM02896	iemand zal in iemands zog varen
DCM02897	iemand zal in iets de klad brengen
DCM02898	iemand zal in iets doorkneed zijn
DCM02899	iemand zal in iets 0geen gat  zien
DCM02900	iemand zal in iets grasduinen
DCM02901	iemand zal in iets groeien
DCM02902	iemand zal in iets 0niet spugen
DCM02903	iemand zal in iets 0niet spuwen
DCM02904	iemand zal in iets trappen
DCM02905	in kannen en kruiken
DCM02906	iemand zal in lachen uitbarsten
DCM02907	in lichtelaaie
DCM02908	in lichterlaaie
DCM02909	iemand zal in lij liggen
DCM02910	iemand zal in lij zijn
DCM02911	iemand zal in Morpheus' armen liggen
DCM02912	iets zal in orde komen
DCM02913	iets zal in orde zijn
DCM02914	iemand zal in paniek raken
DCM02915	iemand zal in paniek zijn
DCM02916	iemand zal in pontificaal zijn
DCM02917	iemand zal in raadselen gehuld zijn
DCM02918	in rep en roer
DCM02919	iemand zal in rook opgaan
DCM02920	iemand zal in staat van wijzen verkeren
DCM02921	iemand zal in staat zijn
DCM02922	iemand zal in strijd met iets zijn
DCM02923	iemand zal in tel zijn
DCM02924	iemand zal in touw zijn
DCM02925	iemand zal in trance zijn
DCM02926	iemand zal in tranen uitbarsten
DCM02927	iemand zal in vlammen opgaan
DCM02928	in vol ornaat
DCM02929	iemand zal in Voor iets zijn
DCM02930	iemand zal in voorraad zijn
DCM02931	iemand zal in vorm zijn
DCM02932	iemand zal in vrede sterven
DCM02933	iemand zal in vuur en vlam staan
DCM02934	in wezen
DCM02935	iemand zal in zak en as zitten
DCM02936	iemand zal in zee gaan
DCM02937	iemand zal in zeven talen zwijgen
DCM02938	in zijn eentje
DCM02939	iemand zal in zijn element zijn
DCM02940	iemand zal in zijn fort zijn
DCM02941	iemand zal in zijn gedachten verzonken zijn
DCM02942	iemand zal in zijn hemd staan
DCM02943	iemand zal in zijn hum zijn
DCM02944	iemand zal in zijn hummes zijn
DCM02945	iemand zal in zijn knollentuin zijn
DCM02946	iemand zal in zijn knopjes zijn
DCM02947	iemand zal in zijn naad zitten
DCM02948	iemand zal in zijn nopjes zijn
DCM02949	iemand zal in zijn pontificaal zijn
DCM02950	iemand zal in zijn sas zijn
DCM02951	iemand zal in zijn schelp kruipen
DCM02952	iemand zal in zijn schik zijn
DCM02953	iemand zal in zijn schulp kruipen
DCM02954	iemand zal in zijn vuist lachen
DCM02955	iemand zal in zijn vuistje lachen
DCM02956	in zijn wiek geschoten
DCM02957	iemand zal in zijn wiek geschoten zijn
DCM02958	iets zal in zwang komen
DCM02959	iets zal in zwang raken
DCM02960	iemand zal indruk maken
DCM02961	iemand zal indruk op iemand maken
DCM02962	iemand zal *interesse in iets tonen
DCM02963	iemand zal *interesse voor iets tonen
DCM02964	ja en amen
DCM02965	jaar en dag
DCM02968	jan de Wasscher
DCM02969	jan doedel
DCM02970	jan en alleman
DCM02971	jan hagel
DCM02972	jan hen
DCM02973	jan jurk
DCM02974	jan Kalebas
DCM02975	jan klaassen
DCM02976	jan krent
DCM02977	jan lul
DCM02978	jan ongeluk
DCM02979	jan pret
DCM02980	jan Rap
DCM02981	jan Rap en zijn maat
DCM02982	jan salie
DCM02983	jan sul
DCM02984	jan van Leiden
DCM02985	jan vlegel
DCM02986	jan weetal
DCM03000	jantje contrarie
DCM03001	jantje rechtuit
DCM03002	jantje secuur
DCM03003	jantje van Leiden
DCM03008	jarige jet
DCM03009	jarige job
DCM03011	iemand zal zijn eigen gang gaan
DCM03012	iemand zal zijn mannetje staan
DCM03015	john Bull
DCM03016	jongen als een wolk
DCM03017	jongens van Jan de Witt
DCM03018	Joost  zal het mogen weten
DCM03019	joris goedbloed
DCM03023	iemand zal kaas aan iemand hebben
DCM03024	iemand zal *kaas van iets gegeten hebben
DCM03025	iemand zal *kabaal maken
DCM03026	iemand zal *kabaal schoppen
DCM03027	iemand zal *kabaal slaan
DCM03028	iemand zal kachel zijn
DCM03033	iemand zal kamers te huur hebben
DCM03035	iemand zal kanon zijn
DCM03036	kant en klaar
DCM03037	iets zal kant noch wal raken
DCM03039	kap noch keuvel
DCM03041	iemand zal kapoeres zijn
DCM03043	iemand zal kapot van iets zijn
DCM03044	iemand zal kapot zitten
DCM03045	iemand zal kapsones maken
DCM03046	kat in ’t bakkie
DCM03047	iemand zal katoen geven
DCM03049	keerzijde van de medaille
DCM03053	kennis zal macht zijn
DCM03054	iemand zal *kennis van zaken hebben
DCM03055	0een kerel als een dijk
DCM03056	0een kerel als Kas
DCM03057	iemand zal ketelaar van iets blijven
DCM03058	Keulen en Aken zullen  0niet op één dag gebouwd zijn
DCM03059	keur zal angst baren
DCM03061	iets zal kielekiele zijn
DCM03062	iemand zal kiet zijn
DCM03063	iemand zal kiezen of delen
DCM03064	iemand zal kiezen of kabelen
DCM03065	iemand zal *kijk op de zaak hebben
DCM03066	iemand zal kijken alsof hij zijn laatste oordje versnoept had
DCM03067	iemand zal kijken alsof hij zijn zondagsoordje versnoept had
DCM03068	iemand zal kind noch kraai hebben
DCM03069	kinderen zullen een zegen des Heren zijn
DCM03070	kinderen en dronken mensen zullen de waarheid zeggen
DCM03071	kink in de kabel
DCM03073	kip ik heb je
DCM03075	iemand zal kippenvel krijgen
DCM03076	klaar is Kees
DCM03077	iemand zal klaar met iets zijn
DCM03079	klagers zullen 0geen nood hebben
DCM03080	iemand zal klaplopen
DCM03081	klein maar rein
DCM03082	kleine apostels
DCM03083	kleine potjes zullen ook oren hebben
DCM03084	iemand zal kleur bekennen
DCM03085	kleuren en geuren
DCM03088	iemand zal klinken als een klok
DCM03089	iemand zal kloppen als een bus
DCM03090	knul van een vent
DCM03091	iets zal koek en ei zijn
DCM03093	iemand zal koffiedik kijken
DCM03094	iemand zal koffiedik kijken zijn
DCM03098	de komkommertijd
DCM03099	komt men over de hond dan zal men ook over de staart komen
DCM03100	komt men over de hond dan zal men ook wel over de staart komen
DCM03101	iemand zal koop geven
DCM03102	kop noch staart
DCM03103	ieta zal kop noch staart hebben
DCM03104	iemand zal koren op iemands molen zijn
DCM03105	iemand zal kort aangebonden zijn
DCM03106	iets zal kort dag zijn
DCM03107	kort en bondig
DCM03108	iemand zal kort van stof zijn
DCM03109	iemand zal kortaangebonden zijn
DCM03110	korte afrekening zal lange vriendschap maken
DCM03111	iemand zal korte metten met iets | iemand maken
DCM03112	korte rekening zal lange vriendschap maken
DCM03113	iemand zal korte wetten met iemand | iets maken
DCM03114	koste wat het kost
DCM03115	koude drukte
DCM03116	iets zal kraak noch smaak hebben
DCM03121	kraan van een vent
DCM03122	krakende wagens zullen het langst duren
DCM03123	krakende wagens zullen het langst lopen
DCM03125	iemand zal krediet hebben
DCM03126	iemand zal kreen zijn op iets
DCM03127	iemand zal krenterig zijn
DCM03128	iemand zal krentig zijn
DCM03130	iemand zal krokodillentranen huilen
DCM03132	iemand zal kromme vingers hebben
DCM03133	kruis of munt
DCM03136	kuise jozef
DCM03137	kuise Susanna
DCM03138	kuise suzanna
DCM03139	iemand zal kuit van iets willen hebben
DCM03140	kun je nagaan
DCM03141	iemand zal kunnen lezen en schrijven
DCM03142	kunst zal gunst baren
DCM03143	kwaad als een spin
DCM03144	iemand zal kwaad bloed zetten
DCM03145	iets zal *kwaad kunnen
DCM03146	iemand zal iemand kwartier geven
DCM03149	laat ie fijn zijn
DCM03150	laat maar zitten
DCM03151	0de laatste der Mohikanen
DCM03152	iemand zal lachen als een boer die kiespijn heeft
DCM03153	iemand zal lachen als een boer met kiespijn
DCM03154	iemand zal lak aan iets hebben
DCM03156	iemand zal lang meegaan
DCM03157	lang vasten zal  0geen brood sparen zijn
DCM03158	iemand zal lange armen hebben
DCM03159	iemand zal lange tenen hebben
DCM03160	iemand zal lange vingers hebben
DCM03161	iemand zal langs de kantjes lopen
DCM03162	iemand zal langs elkaar heen leven
DCM03163	iemand zal langs 's heren straten lopen
DCM03164	iemand zal langs 's heren wegen lopen
DCM03165	langzaam aan dan breekt de lijn niet
DCM03166	lap om leer
DCM03167	iets zal larie zijn
DCM03168	iemand zal lariefarie zijn
DCM03169	iemand zal *last van iets hebben
DCM03170	lawaai als een oordeel
DCM03171	iemand zal lazarus zijn
DCM03172	ledigheid zal des duivels oorkussen zijn
DCM03173	iemand zal leentjebuur spelen
DCM03174	leer om leer
DCM03175	iemand zal leergeld betalen
DCM03178	iemand zal *lef hebben
DCM03179	leiden zal <toen> in last zijn 
DCM03180	leiden zal nu ontzet zijn
DCM03181	iemand zal lekker in zijn vel zitten
DCM03182	lekker zal maar een vinger lang zijn
DCM03183	iemand zal lekkere trek hebben
DCM03184	iemand zal lelijk met iets geschoren zijn
DCM03185	iemand zal lelijk met iets geschoren zitten
DCM03186	iemand zal lens zijn
DCM03187	iemand zal leringen wekken maar voorbeelden trekken
DCM03188	lest best
DCM03189	leugen om bestwil
DCM03190	leven als een oordeel
DCM03191	iemand zal leven als God in Frankrijk
DCM03192	leven in de brouwerij
DCM03193	iemand zal leven in de brouwerij brengen
DCM03194	leven van vrolijk Fransje
DCM03195	licht en dicht
DCM03198	liefde zal blind zijn
DCM03199	liefdewerk oud papier
DCM03200	iemand zal liegen dat hij zwart wordt
DCM03201	iemand zal liegen dat hij zwart ziet
DCM03203	lik op stuk
DCM03204	linke loetje
DCM03205	listen en lagen
DCM03206	iemand zal lol aan iets beleven
DCM03207	iemand zal *lol maken
DCM03209	iemand zal lont rieken
DCM03210	iemand zal lont ruiken
DCM03211	iemand zal lood in de billen hebben
DCM03212	lood om oud ijzer
DCM03213	iets zal lood om oud ijzer zijn
DCM03214	loon naar werken
DCM03215	loontje zal om zijn boontje komen
DCM03216	loop naar de pomp 
DCM03217	loop naar de pomp en haal water
DCM03218	loop naar de weerga
DCM03219	loop 0niet in het water
DCM03220	loop om de pomp 
DCM03221	loop om de pomp en haal water
DCM03222	loop rondom de pomp 
DCM03223	loop rondom de pomp en haal water
DCM03224	iemand zal lopen als een tiet
DCM03225	lopend vuur
DCM03226	lopend vuurtje
DCM03227	los eindje
DCM03228	iemand zal losse verkering hebben
DCM03229	lou loene
DCM03230	iemand zal loven en bieden
DCM03231	iemand zal lucht van iets krijgen
DCM03232	iemand zal luchtkastelen bouwen
DCM03233	luiheid zal des duivels oorkussen zijn
DCM03235	iemand zal luistervinkje spelen
DCM03237	lust je nog boontjes 
DCM03238	lust je nog peultjes 
DCM03239	iemand zal 'm smeren
DCM03240	iemand zal 'm zijn
DCM03242	iemand zal maandag houden
DCM03243	iets zal maar lak zijn 
DCM03244	iemand zal maar rekenen
DCM03245	iemand zal maar vergeten
DCM03246	iemand zal *+maatregelen nemen
DCM03247	iemand zal *+maatregelen treffen
DCM03249	iemand zal mag ik zo vrij zijn
DCM03250	mager als brood
DCM03251	iemand zal maken dat <hij> wegkomt
DCM03252	makke dorus
DCM03253	iemand zal maling aan iemand | iets hebben
DCM03254	malle appie
DCM03255	malle eppie
DCM03256	malle pietje
DCM03257	man en maagd
DCM03258	man en muis
DCM03259	iemand zal man en paard noemen
DCM03260	iemand zal mank gaan
DCM03261	iemand zal mannetjes maken
DCM03263	iemand zal mans genoeg zijn
DCM03264	manusje van alles
DCM03267	iemand zal matschudding maken
DCM03268	iemand zal *medelijden met iemand hebben
DCM03269	iemand zal iets mee hebben
DCM03270	meisje van drie kruisjes
DCM03271	iemand zal melding van iets maken
DCM03273	men zal aan de vruchten de boom kennen
DCM03274	men zal de beste paarden  op stal vinden
DCM03275	men zal 0geen hei moeten roepen voor men over de brug is
DCM03276	men zal 0geen koe bont noemen of er is een vlekje aan
DCM03277	men zal in zulke waters zulke vissen vangen
DCM03278	iemand zal  0geen oude bomen moeten verplanten
DCM03279	iemand zal 0geen oude bomen moeten verzetten
DCM03280	men zal  stegen voor straten moeten kennen
DCM03281	men zal moeten leven en laten leven 
DCM03282	men zal 0niet kunnen weten hoe een koe een haas vangt
DCM03283	men zal onder in de zak de rekening vinden
DCM03284	men zal op zulke waters zulke vissen vangen
DCM03285	men zal vossen met vossen moeten vangen
DCM03286	Waar men mee verkeert   zal men mee worden geëerd
DCM03287	men zal wat men zaait  ook zullen maaien
DCM03288	men zal  eerder door een strontkar overreden worden dan door een koets
DCM03289	iemand zal menen dat keizers kat zijn nicht is
DCM03293	iemand zal merd aan iets hebben
DCM03294	iemand zal mert aan iets hebben
DCM03295	met < veel> tamtam
DCM03296	iemand zal met alle winden meewaaien
DCM03297	iemand zal met alle winden waaien
DCM03298	met bekwamen spoed
DCM03299	iemand zal met blindheid geslagen zijn
DCM03300	iemand zal met dat water al eens meer voor de dokter geweest zijn
DCM03301	iemand zal met de billen bloot gaan
DCM03302	iemand zal met de brede bijl in iets hakken
DCM03303	iemand zal met de deur in huis vallen
DCM03304	met de Franse slag
DCM03305	iemand zal met de gebakken peren zitten
DCM03306	iemand zal met de gek beslaan
DCM03307	iemand zal met de gek besluiten
DCM03308	iemand zal met de grove bijl in iets hakken
DCM03309	iemand zal met de handen in het haar zitten
DCM03310	iemand zal met de handschoen trouwen
DCM03311	iemand zal met de helm geboren zijn
DCM03312	iemand zal met de kippen op stok gaan
DCM03313	iemand zal met de klompen in het gelag komen
DCM03314	iemand zal met de klompen op het ijs komen
DCM03315	iemand zal met de kous op de kop thuiskomen
DCM03316	iemand zal met de kous op het hoofd thuiskomen
DCM03317	iemand zal met de maat waarmede gij meet weder gemeten zullen worden
DCM03318	iemand zal met de mond vol tanden staan
DCM03319	iemand zal met de mond vol tanden zitten
DCM03320	iemand zal met de muts naar iets gooien
DCM03321	iemand zal met de muts naar iets smijten
DCM03322	iemand zal met de muts naar iets werpen
DCM03323	iemand zal met de muziek meegaan
DCM03324	iemand zal met de nachtschuit komen
DCM03325	iemand zal met de noorderzon verdwijnen
DCM03326	iemand zal met de noorderzon vertrekken
DCM03327	iemand zal met de pet naar iets  gooien
DCM03328	iemand zal met de riemen die men heeft roeien
DCM03329	iemand zal met de spons van Blanus vegen
DCM03330	iemand zal met de stille trom aftrekken
DCM03331	iemand zal met de stille trom vertrekken
DCM03332	iemand zal met de tijd meegaan
DCM03333	iemand zal met dubbel krijt schrijven
DCM03334	iemand zal met duim en vinger iemand iets instampen
DCM03335	iemand zal met een andermans kalf ploegen
DCM03336	iemand zal met een anders kalf ploegen
DCM03337	iemand zal met een been ergens staan
DCM03338	met een Franse slag
DCM03339	iemand zal met een gek beslaan
DCM03340	iemand zal met een gek besluiten
DCM03341	iemand zal met een helm geboren zijn
DCM03342	iemand zal met een nat zeil lopen
DCM03343	iemand zal met een nat zeil thuiskomen
DCM03344	iemand zal met een natte vinger over te halen zijn
DCM03345	iemand zal met een natte vinger te verleiden zijn
DCM03346	iemand zal met een opgestreken zeil naar iemand toekomen
